INPUT:parentheses	OUTPUT:correct	GOLDEN:correct	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
{ } [ { } ( [ ] ) ( ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167440827c067dd016c8d6	00027a10de--6515e7f4e6499645e520ca13	00027a10de--65167440827c067dd016c8d6	00027a10de--65167440827c067dd016c8d3	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:52:48.456	2023-09-29T06:53:02.375	2023-09-29T06:53:02.375	0.0220000000
[ { ) ] { ) { ( ) [ [ ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167440827c067dd016c8d6	00027a10de--6515e7f4e6499645e520cacf	00027a10de--65167440827c067dd016c8d6	00027a10de--65167440827c067dd016c8d3	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:52:48.456	2023-09-29T06:53:02.375	2023-09-29T06:53:02.375	0.0220000000
} [ ] {	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167440827c067dd016c8d6	00027a10de--6515e7e063c0d47637f1e0f1	00027a10de--65167440827c067dd016c8d6	00027a10de--65167440827c067dd016c8d3	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:52:48.456	2023-09-29T06:53:02.375	2023-09-29T06:53:02.375	0.0220000000
} { ( [ [ ( { ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167445bded9655b6632c46	00027a10de--6515e7f4e6499645e520cabe	00027a10de--65167445bded9655b6632c46	00027a10de--65167445bded9655b6632c42	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:52:53.388	2023-09-29T06:53:07.354	2023-09-29T06:53:07.354	0.0190000000
} ( ) ( ( { } ) { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167445bded9655b6632c46	00027a10de--6515e7e063c0d47637f1e118	00027a10de--65167445bded9655b6632c46	00027a10de--65167445bded9655b6632c42	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:52:53.388	2023-09-29T06:53:07.354	2023-09-29T06:53:07.354	0.0190000000
( ) { ) ( ) [ ) } ] } { ( [ } ] [ ] { {	0				https://platform.toloka.ai/task/41554142/00027a10de--65167445bded9655b6632c46	00027a10de--6515e7f4e6499645e520ca75	00027a10de--65167445bded9655b6632c46	00027a10de--65167445bded9655b6632c42	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:52:53.388	2023-09-29T06:53:07.354	2023-09-29T06:53:07.354	0.0190000000
[ ] [ ] [ ] [ ] ( { } { [ ] ( ( ) ) } )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516744e02bac2165700cc9e	00027a10de--6515e7f4e6499645e520ca4f	00027a10de--6516744e02bac2165700cc9e	00027a10de--6516744e02bac2165700cc9c	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:02.283	2023-09-29T06:53:16.828	2023-09-29T06:53:16.828	0.0190000000
} [ ] {	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516744e02bac2165700cc9e	00027a10de--6515e7e063c0d47637f1e0f1	00027a10de--6516744e02bac2165700cc9e	00027a10de--6516744e02bac2165700cc9c	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:02.283	2023-09-29T06:53:16.828	2023-09-29T06:53:16.828	0.0190000000
) [ ( } { { ) ] [ ) ( [ ] ] { } { } ( )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516744e02bac2165700cc9e	00027a10de--6515e7f4e6499645e520ca4d	00027a10de--6516744e02bac2165700cc9e	00027a10de--6516744e02bac2165700cc9c	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:02.283	2023-09-29T06:53:16.828	2023-09-29T06:53:16.828	0.0190000000
[ ( ) ( { { } [ ] } ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516744f827c067dd016cc8f	00027a10de--6515e7f4e6499645e520ca43	00027a10de--6516744f827c067dd016cc8f	00027a10de--6516744f827c067dd016cc7a	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:53:03.860	2023-09-29T06:53:15.274	2023-09-29T06:53:15.274	0.0220000000
( ) ( { } { } [ ] ) [ ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516744f827c067dd016cc8f	00027a10de--6515e7f4e6499645e520ca35	00027a10de--6516744f827c067dd016cc8f	00027a10de--6516744f827c067dd016cc7a	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:53:03.860	2023-09-29T06:53:15.274	2023-09-29T06:53:15.274	0.0220000000
} } } } ( ] } } } ) } } ) ) } } ) } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516744f827c067dd016cc8f	00027a10de--6515e7e063c0d47637f1e112	00027a10de--6516744f827c067dd016cc8f	00027a10de--6516744f827c067dd016cc7a	6995671b65ccf7ef499e0cb3de5f461b	APPROVED	2023-09-29T06:53:03.860	2023-09-29T06:53:15.274	2023-09-29T06:53:15.274	0.0220000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674510ab55c42a0bcedf5	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--651674510ab55c42a0bcedf5	00027a10de--651674510ab55c42a0bcedef	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:05.238	2023-09-29T06:53:34.573	2023-09-29T06:53:34.573	0.0190000000
[ ( ) { ( ] ) } ] } ) { [ [ { ( } ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674510ab55c42a0bcedf5	00027a10de--6515e7f4e6499645e520caae	00027a10de--651674510ab55c42a0bcedf5	00027a10de--651674510ab55c42a0bcedef	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:05.238	2023-09-29T06:53:34.573	2023-09-29T06:53:34.573	0.0190000000
[ ] [ ] [ ] [ ] ( { } { [ ] ( ( ) ) } )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674510ab55c42a0bcedf5	00027a10de--6515e7f4e6499645e520ca4f	00027a10de--651674510ab55c42a0bcedf5	00027a10de--651674510ab55c42a0bcedef	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:05.238	2023-09-29T06:53:34.573	2023-09-29T06:53:34.573	0.0190000000
( ) [ ( [ [ ] ] ) ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516745402bac2165700cd97	00027a10de--6515e7e063c0d47637f1e0f9	00027a10de--6516745402bac2165700cd97	00027a10de--6516745402bac2165700cd95	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:08.706	2023-09-29T06:53:35.693	2023-09-29T06:53:35.693	0.0190000000
( ) ( { } { } [ ] ) [ ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516745402bac2165700cd97	00027a10de--6515e7f4e6499645e520ca35	00027a10de--6516745402bac2165700cd97	00027a10de--6516745402bac2165700cd95	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:08.706	2023-09-29T06:53:35.693	2023-09-29T06:53:35.693	0.0190000000
[ ( ) ( { { } [ ] } ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516745402bac2165700cd97	00027a10de--6515e7f4e6499645e520ca43	00027a10de--6516745402bac2165700cd97	00027a10de--6516745402bac2165700cd95	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:08.706	2023-09-29T06:53:35.693	2023-09-29T06:53:35.693	0.0190000000
{ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516745e458ad076cf0a50c5	00027a10de--6515e7e063c0d47637f1e116	00027a10de--6516745e458ad076cf0a50c5	00027a10de--6516745e458ad076cf0a50c3	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:18.136	2023-09-29T06:53:37.037	2023-09-29T06:53:37.037	0.0190000000
[ ] [ ] [ ] [ ] { } { } { [ { } ] { } }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516745e458ad076cf0a50c5	00027a10de--6515e7f4e6499645e520ca49	00027a10de--6516745e458ad076cf0a50c5	00027a10de--6516745e458ad076cf0a50c3	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:18.136	2023-09-29T06:53:37.037	2023-09-29T06:53:37.037	0.0190000000
{ ( ) [ { } [ ( ) ] ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516745e458ad076cf0a50c5	00027a10de--6515e7f4e6499645e520ca45	00027a10de--6516745e458ad076cf0a50c5	00027a10de--6516745e458ad076cf0a50c3	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:18.136	2023-09-29T06:53:37.037	2023-09-29T06:53:37.037	0.0190000000
) ( [ } ) ( ) } { ] } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516745e495d233df31ec6d4	00027a10de--6515e7f4e6499645e520ca3f	00027a10de--6516745e495d233df31ec6d4	00027a10de--6516745e495d233df31ec6d1	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:18.938	2023-09-29T06:53:49.842	2023-09-29T06:53:49.842	0.0220000000
( ) { ) ( ) [ ) } ] } { ( [ } ] [ ] { {	0				https://platform.toloka.ai/task/41554142/00027a10de--6516745e495d233df31ec6d4	00027a10de--6515e7f4e6499645e520ca75	00027a10de--6516745e495d233df31ec6d4	00027a10de--6516745e495d233df31ec6d1	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:18.938	2023-09-29T06:53:49.842	2023-09-29T06:53:49.842	0.0220000000
} ( ) ( ( { } ) { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516745e495d233df31ec6d4	00027a10de--6515e7e063c0d47637f1e118	00027a10de--6516745e495d233df31ec6d4	00027a10de--6516745e495d233df31ec6d1	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:18.938	2023-09-29T06:53:49.842	2023-09-29T06:53:49.842	0.0220000000
{ ( { ) ] { ) }	0				https://platform.toloka.ai/task/41554142/00027a10de--6516745e827c067dd016cffd	00027a10de--6515e7f4e6499645e520ca33	00027a10de--6516745e827c067dd016cffd	00027a10de--6516745e827c067dd016cff8	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:53:18.628	2023-09-29T06:53:49.793	2023-09-29T06:53:49.793	0.0190000000
[ ] { ( ( ( [ [ { } ( ) ( ) ] ] ) ) ) }	0	1			https://platform.toloka.ai/task/41554142/00027a10de--6516745e827c067dd016cffd	00027a10de--6515e7e063c0d47637f1e11a	00027a10de--6516745e827c067dd016cffd	00027a10de--6516745e827c067dd016cff8	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:53:18.628	2023-09-29T06:53:49.793	2023-09-29T06:53:49.793	0.0190000000
[ ( ) { ( ] ) } ] } ) { [ [ { ( } ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516745e827c067dd016cffd	00027a10de--6515e7f4e6499645e520caae	00027a10de--6516745e827c067dd016cffd	00027a10de--6516745e827c067dd016cff8	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:53:18.628	2023-09-29T06:53:49.793	2023-09-29T06:53:49.793	0.0190000000
( ) { ) ( ) [ ) } ] } { ( [ } ] [ ] { {	0				https://platform.toloka.ai/task/41554142/00027a10de--65167464bded9655b66333bd	00027a10de--6515e7f4e6499645e520ca75	00027a10de--65167464bded9655b66333bd	00027a10de--65167464bded9655b66333b7	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:24.503	2023-09-29T06:53:40.205	2023-09-29T06:53:40.205	0.0220000000
} { ( [ [ ( { ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167464bded9655b66333bd	00027a10de--6515e7f4e6499645e520cabe	00027a10de--65167464bded9655b66333bd	00027a10de--65167464bded9655b66333b7	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:24.503	2023-09-29T06:53:40.205	2023-09-29T06:53:40.205	0.0220000000
} } } } ( ] } } } ) } } ) ) } } ) } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167464bded9655b66333bd	00027a10de--6515e7e063c0d47637f1e112	00027a10de--65167464bded9655b66333bd	00027a10de--65167464bded9655b66333b7	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:24.503	2023-09-29T06:53:40.205	2023-09-29T06:53:40.205	0.0220000000
} ) { [ ( ( ] ) [ [ ( ] { { ) } ) ] { }	0				https://platform.toloka.ai/task/41554142/00027a10de--6516746f4dc98f156e9061df	00027a10de--6515e7f4e6499645e520ca71	00027a10de--6516746f4dc98f156e9061df	00027a10de--6516746f4dc98f156e9061dc	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:35.893	2023-09-29T06:54:11.466	2023-09-29T06:54:11.466	0.0190000000
[ ] ( ( [ ] ) ( ( ) ) ) ( [ ] ( ( ) ) )	0	1			https://platform.toloka.ai/task/41554142/00027a10de--6516746f4dc98f156e9061df	00027a10de--6515e7e063c0d47637f1e0fb	00027a10de--6516746f4dc98f156e9061df	00027a10de--6516746f4dc98f156e9061dc	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:35.893	2023-09-29T06:54:11.466	2023-09-29T06:54:11.466	0.0190000000
{ ( ) [ { } [ ( ) ] ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516746f4dc98f156e9061df	00027a10de--6515e7f4e6499645e520ca45	00027a10de--6516746f4dc98f156e9061df	00027a10de--6516746f4dc98f156e9061dc	a6cf91d2b5f78775330412d26cb9335e	APPROVED	2023-09-29T06:53:35.893	2023-09-29T06:54:11.466	2023-09-29T06:54:11.466	0.0190000000
{ ( ) [ { } [ ( ) ] ] }	0				https://platform.toloka.ai/task/41554142/00027a10de--651674719ed8a304700c9479	00027a10de--6515e7f4e6499645e520ca45	00027a10de--651674719ed8a304700c9479	00027a10de--651674719ed8a304700c9477	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:37.093	2023-09-29T06:54:38.197	2023-09-29T06:54:38.197	0.0190000000
{ ] { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674719ed8a304700c9479	00027a10de--6515e7e063c0d47637f1e106	00027a10de--651674719ed8a304700c9479	00027a10de--651674719ed8a304700c9477	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:37.093	2023-09-29T06:54:38.197	2023-09-29T06:54:38.197	0.0190000000
( ) ( } ) { ] ] ( ) ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674719ed8a304700c9479	00027a10de--6515e7f4e6499645e520caa0	00027a10de--651674719ed8a304700c9479	00027a10de--651674719ed8a304700c9477	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:53:37.093	2023-09-29T06:54:38.197	2023-09-29T06:54:38.197	0.0190000000
[ ] { ( ( ( [ [ { } ( ) ( ) ] ] ) ) ) }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c94d1	00027a10de--6515e7e063c0d47637f1e11a	00027a10de--651674729ed8a304700c94d1	00027a10de--651674729ed8a304700c94ca	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:38.404	2023-09-29T06:54:42.071	2023-09-29T06:54:42.071	0.0190000000
( ) ( } ) { ] ] ( ) ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c94d1	00027a10de--6515e7f4e6499645e520caa0	00027a10de--651674729ed8a304700c94d1	00027a10de--651674729ed8a304700c94ca	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:38.404	2023-09-29T06:54:42.071	2023-09-29T06:54:42.071	0.0190000000
[ ] [ ] [ ] [ ] ( ) [ ( { } ( { } ) ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c94d1	00027a10de--6515e7f4e6499645e520ca97	00027a10de--651674729ed8a304700c94d1	00027a10de--651674729ed8a304700c94ca	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:53:38.404	2023-09-29T06:54:42.071	2023-09-29T06:54:42.071	0.0190000000
} { ( [ [ ( { ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c9507	00027a10de--6515e7f4e6499645e520cabe	00027a10de--651674729ed8a304700c9507	00027a10de--651674729ed8a304700c9500	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:38.939	2023-09-29T06:53:56.262	2023-09-29T06:53:56.262	0.0190000000
} ( ) ( ( { } ) { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c9507	00027a10de--6515e7e063c0d47637f1e118	00027a10de--651674729ed8a304700c9507	00027a10de--651674729ed8a304700c9500	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:38.939	2023-09-29T06:53:56.262	2023-09-29T06:53:56.262	0.0190000000
{ ( ) ( ) [ ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--651674729ed8a304700c9507	00027a10de--6515e7f4e6499645e520ca15	00027a10de--651674729ed8a304700c9507	00027a10de--651674729ed8a304700c9500	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:38.939	2023-09-29T06:53:56.262	2023-09-29T06:53:56.262	0.0190000000
( ) ( { } { } [ ] ) [ ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167474827c067dd016d6ba	00027a10de--6515e7f4e6499645e520ca35	00027a10de--65167474827c067dd016d6ba	00027a10de--65167474827c067dd016d6b8	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:40.273	2023-09-29T06:53:54.566	2023-09-29T06:53:54.566	0.0220000000
{ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167474827c067dd016d6ba	00027a10de--6515e7e063c0d47637f1e116	00027a10de--65167474827c067dd016d6ba	00027a10de--65167474827c067dd016d6b8	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:40.273	2023-09-29T06:53:54.566	2023-09-29T06:53:54.566	0.0220000000
[ ] { } { [ ( ) ( ) ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--65167474827c067dd016d6ba	00027a10de--6515e7f4e6499645e520caba	00027a10de--65167474827c067dd016d6ba	00027a10de--65167474827c067dd016d6b8	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:40.273	2023-09-29T06:53:54.566	2023-09-29T06:53:54.566	0.0220000000
[ ] ) ] { ( } )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674750ab55c42a0bcf6a6	00027a10de--6515e7f4e6499645e520ca93	00027a10de--651674750ab55c42a0bcf6a6	00027a10de--651674750ab55c42a0bcf69f	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:41.495	2023-09-29T06:53:56.553	2023-09-29T06:53:56.553	0.0220000000
[ ( ( ( [ ] ) ] [ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674750ab55c42a0bcf6a6	00027a10de--6515e7e063c0d47637f1e0f3	00027a10de--651674750ab55c42a0bcf6a6	00027a10de--651674750ab55c42a0bcf69f	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:41.495	2023-09-29T06:53:56.553	2023-09-29T06:53:56.553	0.0220000000
} ) { [ ( ( ] ) [ [ ( ] { { ) } ) ] { }	0				https://platform.toloka.ai/task/41554142/00027a10de--651674750ab55c42a0bcf6a6	00027a10de--6515e7f4e6499645e520ca71	00027a10de--651674750ab55c42a0bcf6a6	00027a10de--651674750ab55c42a0bcf69f	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:41.495	2023-09-29T06:53:56.553	2023-09-29T06:53:56.553	0.0220000000
{ [ ] } [ ( ) ] { }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516747f458ad076cf0a5991	00027a10de--6515e7e063c0d47637f1e10c	00027a10de--6516747f458ad076cf0a5991	00027a10de--6516747f458ad076cf0a598f	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:51.036	2023-09-29T06:54:23.382	2023-09-29T06:54:23.382	0.0220000000
{ ( ) { ( ) } } [ [ ] ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516747f458ad076cf0a5991	00027a10de--6515e7f4e6499645e520cad7	00027a10de--6516747f458ad076cf0a5991	00027a10de--6516747f458ad076cf0a598f	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:51.036	2023-09-29T06:54:23.382	2023-09-29T06:54:23.382	0.0220000000
[ ] [ ] [ ] [ ] { } { } { [ { } ] { } }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516747f458ad076cf0a5991	00027a10de--6515e7f4e6499645e520ca49	00027a10de--6516747f458ad076cf0a5991	00027a10de--6516747f458ad076cf0a598f	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:53:51.036	2023-09-29T06:54:23.382	2023-09-29T06:54:23.382	0.0220000000
) { ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674839ed8a304700c9d7d	00027a10de--6515e7f4e6499645e520ca1f	00027a10de--651674839ed8a304700c9d7d	00027a10de--651674839ed8a304700c9d77	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:55.927	2023-09-29T06:54:11.034	2023-09-29T06:54:11.034	0.0220000000
{ } [ ] [ ] } [ { } ] [ ( [ ] ) ] [ ] [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674839ed8a304700c9d7d	00027a10de--6515e7e063c0d47637f1e110	00027a10de--651674839ed8a304700c9d7d	00027a10de--651674839ed8a304700c9d77	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:55.927	2023-09-29T06:54:11.034	2023-09-29T06:54:11.034	0.0220000000
{ ( ) [ { } [ ( ) ] ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--651674839ed8a304700c9d7d	00027a10de--6515e7f4e6499645e520ca45	00027a10de--651674839ed8a304700c9d7d	00027a10de--651674839ed8a304700c9d77	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:53:55.927	2023-09-29T06:54:11.034	2023-09-29T06:54:11.034	0.0220000000
( ) ( { [ ] } )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516748502bac2165700da01	00027a10de--6515e7f4e6499645e520cacb	00027a10de--6516748502bac2165700da01	00027a10de--6516748502bac2165700d9fa	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:57.876	2023-09-29T06:54:36.284	2023-09-29T06:54:36.284	0.0220000000
( ) [ ( ) ( ) ] { }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516748502bac2165700da01	00027a10de--6515e7e063c0d47637f1e0ff	00027a10de--6516748502bac2165700da01	00027a10de--6516748502bac2165700d9fa	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:57.876	2023-09-29T06:54:36.284	2023-09-29T06:54:36.284	0.0220000000
{ ( ) [ { } [ ( ) ] ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516748502bac2165700da01	00027a10de--6515e7f4e6499645e520ca45	00027a10de--6516748502bac2165700da01	00027a10de--6516748502bac2165700d9fa	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:53:57.876	2023-09-29T06:54:36.284	2023-09-29T06:54:36.284	0.0220000000
) [ ( } { { ) ] [ ) ( [ ] ] { } { } ( )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674860ab55c42a0bcfa7d	00027a10de--6515e7f4e6499645e520ca4d	00027a10de--651674860ab55c42a0bcfa7d	00027a10de--651674860ab55c42a0bcfa77	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:58.113	2023-09-29T06:54:13.100	2023-09-29T06:54:13.100	0.0190000000
( ) ( { } { } [ ] ) [ ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674860ab55c42a0bcfa7d	00027a10de--6515e7f4e6499645e520ca35	00027a10de--651674860ab55c42a0bcfa7d	00027a10de--651674860ab55c42a0bcfa77	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:58.113	2023-09-29T06:54:13.100	2023-09-29T06:54:13.100	0.0190000000
{ ] { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674860ab55c42a0bcfa7d	00027a10de--6515e7e063c0d47637f1e106	00027a10de--651674860ab55c42a0bcfa7d	00027a10de--651674860ab55c42a0bcfa77	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:53:58.113	2023-09-29T06:54:13.100	2023-09-29T06:54:13.100	0.0190000000
] [ ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--6516749402bac2165700dda7	00027a10de--6515e7f4e6499645e520cad1	00027a10de--6516749402bac2165700dda7	00027a10de--6516749402bac2165700dda4	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:54:12.745	2023-09-29T06:54:27.160	2023-09-29T06:54:27.160	0.0220000000
) ( ) ( { } [ } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516749402bac2165700dda7	00027a10de--6515e7e063c0d47637f1e101	00027a10de--6516749402bac2165700dda7	00027a10de--6516749402bac2165700dda4	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:54:12.745	2023-09-29T06:54:27.160	2023-09-29T06:54:27.160	0.0220000000
] ] ( ) } { [ {	0				https://platform.toloka.ai/task/41554142/00027a10de--6516749402bac2165700dda7	00027a10de--6515e7f4e6499645e520ca87	00027a10de--6516749402bac2165700dda7	00027a10de--6516749402bac2165700dda4	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:54:12.745	2023-09-29T06:54:27.160	2023-09-29T06:54:27.160	0.0220000000
} } } } ( ] } } } ) } } ) ) } } ) } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167495e417373852fb6243	00027a10de--6515e7e063c0d47637f1e112	00027a10de--65167495e417373852fb6243	00027a10de--65167495e417373852fb6241	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:54:13.394	2023-09-29T06:55:53.090	2023-09-29T06:55:53.090	0.0220000000
